state,Pollster,Obama,McCain,middate
OH,LA Times-3,49,40,10/26/08
OH,Opinion Research-6,51,47,10/25/08
OH,Marist Coll.-3,48,45,10/25/08
OH,Financial Dynamics-5,48,41,10/25/08
OH,Zogby-4,50,45,10/24/08
OH,GfK Roper-5,48,41,10/24/08
OH,Quinnipiac U.-5,51,42,10/24/08
OH,Insider Advantage-1,52,42,10/22/08
OH,U. of Wisconsin-4,53,41,10/20/08
OH,Opinion Research-3,50,46,10/20/08
OH,U. of Cincinnati-5,49,46,10/20/08
OH,Rasmussen-1,47,49,10/19/08
OH,Quinnipiac U.-6,52,38,10/18/08
OH,Suffolk U.-4,51,42,10/17/08
OH,Ohio U.-12,57,41,10/17/08
OH,Mason-Dixon-2,45,46,10/16/08
OH,Rasmussen-1,49,49,10/14/08
OH,SurveyUSA-2,50,45,10/12/08
OH,Rasmussen-1,49,47,10/12/08
OH,Insider Advantage-1,49,44,10/9/08
OH,Marist Coll.-4,49,45,10/6/08
OH,U. of Cincinnati-5,46,48,10/6/08
OH,ARG-4,48,45,10/5/08
OH,Rasmussen-1,47,48,10/5/08
OH,Opinion Research-4,50,47,10/4/08
OH,U. of Akron-22,45,41,10/4/08
OH,ABC News-3,51,45,10/4/08
OH,Washington Post-3,51,45,10/4/08
OH,Insider Advantage-1,47,45,9/29/08
OH,SurveyUSA-2,48,49,9/28/08
OH,Columbus Dispatch-10,49,42,9/28/08
OH,Rasmussen-1,47,48,9/28/08
OH,Quinnipiac U.-3,50,42,9/28/08
OH,Rasmussen-1,46,47,9/23/08
OH,Insider Advantage-1,46,46,9/22/08
OH,Rasmussen-1,46,50,9/21/08
OH,U. of Wisconsin-4,46,45,9/15/08
OH,Opinion Research-3,49,47,9/15/08
OH,Rasmussen-1,45,48,9/14/08
OH,U. of Cincinnati-5,42,48,9/14/08
OH,SurveyUSA-3,45,49,9/13/08
OH,Financial Dynamics-5,41,42,9/13/08
OH,Marist Coll.-5,47,45,9/13/08
OH,Suffolk U.-4,42,46,9/11/08
OH,ARG-4,44,50,9/11/08
OH,Insider Advantage-2,47,48,9/9/08
OH,U. of Cincinnati-6,44,48,9/7/08
OH,Rasmussen-1,44,51,9/7/08
OH,Quinnipiac U.-5,49,44,9/7/08
OH,Opinion Research-3,47,45,9/1/08
OH,Quinnipiac U.-8,44,43,8/20/08
OH,Rasmussen-1,41,45,8/18/08
OH,Columbus Dispatch-10,41,42,8/16/08
OH,U. of Akron-32,40,40,8/1/08
OH,Quinnipiac U.-7,46,44,7/26/08
OH,Rasmussen-1,40,46,7/21/08
OH,SurveyUSA-3,48,46,6/21/08
OH,Rasmussen-1,43,44,6/17/08
OH,Quinnipiac U.-8,48,42,6/12/08
OH,SurveyUSA-3,48,39,5/17/08
OH,Quinnipiac U.-8,40,44,5/16/08
OH,Rasmussen-1,44,45,5/14/08
OH,Quinnipiac U.-7,42,43,4/26/08
OH,SurveyUSA-3,45,47,4/12/08
OH,Rasmussen-1,40,47,4/8/08
OH,Quinnipiac U.-8,43,42,3/27/08
OH,SurveyUSA-3,43,50,3/15/08
OH,Rasmussen-1,40,46,3/13/08
OH,SurveyUSA-3,50,40,2/27/08
OH,U. of Cincinnati-4,48,47,2/22/08
OH,Rasmussen-1,41,42,2/17/08
OH,SurveyUSA-3,47,44,2/16/08
OH,Quinnipiac U.-7,40,42,2/9/08
OH,SurveyUSA-3,43,50,1/5/08
OH,Election 2004-1,49,51,1/1/08
OK,SurveyUSA-2,34,63,10/28/08
OK,SurveyUSA-2,35,59,10/18/08
OK,TV Poll-3,32,63,10/11/08
OK,TV Poll-2,29,66,10/4/08
OK,SurveyUSA-2,34,64,9/28/08
OK,Research 2000-2,36,59,9/16/08
OK,ARG-4,34,61,9/16/08
OK,Rasmussen-1,32,63,9/11/08
OK,SurveyUSA-3,32,65,9/6/08
OK,Sooner Poll-5,24,56,7/21/08
OK,Research 2000-3,38,52,6/10/08
OK,SurveyUSA-3,34,57,2/27/08
OK,Election 2004-1,34,66,1/1/08
OR,Rasmussen-1,54,42,10/30/08
OR,SurveyUSA-2,57,38,10/29/08
OR,Research 2000-3,55,39,10/28/08
OR,SurveyUSA-2,57,38,10/25/08
OR,Northern Arizona U.-10,49,41,10/22/08
OR,Riley Research-11,48,34,10/15/08
OR,Research 2000-2,53,38,10/14/08
OR,Rasmussen-1,54,41,10/14/08
OR,SurveyUSA-2,57,40,10/11/08
OR,Rasmussen-1,54,43,10/9/08
OR,Research 2000-3,53,39,9/23/08
OR,SurveyUSA-2,52,41,9/22/08
OR,ARG-4,52,41,9/20/08
OR,Rasmussen-1,51,47,9/15/08
OR,Davis Hibbitts Midghall-4,50,40,9/12/08
OR,Rasmussen-1,47,37,8/7/08
OR,SurveyUSA-3,48,45,8/3/08
OR,Rasmussen-1,46,37,7/16/08
OR,SurveyUSA-3,48,45,6/18/08
OR,Rasmussen-1,46,38,6/11/08
OR,SurveyUSA-3,49,39,5/17/08
OR,Rasmussen-1,52,38,5/7/08
OR,SurveyUSA-3,51,42,4/12/08
OR,Rasmussen-1,48,42,3/26/08
OR,SurveyUSA-3,50,41,3/15/08
OR,SurveyUSA-3,49,41,2/27/08
OR,SurveyUSA-3,48,47,2/16/08
OR,Rasmussen-1,49,40,2/13/08
OR,Riley Res.-12,46,38,2/12/08
OR,SurveyUSA-3,47,47,1/12/08
OR,Election 2004-1,52,48,1/1/08
PA,Rasmussen-1,52,46,11/1/08
PA,Zogby-4,54,40,10/31/08
PA,Rasmussen-1,51,47,10/30/08
PA,SurveyUSA-3,51,44,10/30/08
PA,ARG-3,51,45,10/30/08
PA,Muhlenberg Coll.-5,52,45,10/30/08
PA,Mason-Dixon-2,47,43,10/27/08
PA,Rasmussen-1,53,46,10/27/08
PA,Marist Coll.-2,55,41,10/26/08
PA,Insider Advantage-1,51,42,10/26/08
PA,Opinion Research-6,55,43,10/25/08
PA,Muhlenberg Coll.-5,53,41,10/25/08
PA,GfK Roper-5,52,40,10/24/08
PA,Siena Coll.-5,53,40,10/24/08
PA,Quinnipiac U.-5,53,41,10/24/08
PA,Franklin+Marshall Coll.-6,53,40,10/23/08
PA,Temple U.-7,50,41,10/23/08
PA,SurveyUSA-2,53,41,10/21/08
PA,U. of Wisconsin-4,52,41,10/20/08
PA,Muhlenberg Coll.-5,52,42,10/20/08
PA,Quinnipiac U.-6,53,40,10/18/08
PA,Financial Dynamics-5,51,41,10/18/08
PA,Susquehanna Polling-4,48,40,10/17/08
PA,Muhlenberg Coll.-5,52,39,10/15/08
PA,SurveyUSA-3,55,40,10/12/08
PA,Muhlenberg Coll.-5,51,38,10/10/08
PA,Muhlenberg Coll.-5,50,39,10/7/08
PA,Marist Coll.-4,53,41,10/6/08
PA,Rasmussen-1,54,41,10/6/08
PA,SurveyUSA-2,55,40,10/5/08
PA,West Chester U.-4,52,42,10/4/08
PA,Muhlenberg Coll.-5,50,40,10/2/08
PA,Rasmussen-1,50,42,9/28/08
PA,Quinnipiac U.-3,54,39,9/28/08
PA,Muhlenberg Coll.-5,49,41,9/27/08
PA,Franklin+Marshall Coll.-6,48,43,9/25/08
PA,Rasmussen-1,49,45,9/24/08
PA,SurveyUSA-2,50,44,9/23/08
PA,Muhlenberg Coll.-5,47,43,9/23/08
PA,Opinion Research-3,53,44,9/22/08
PA,Rasmussen-1,48,45,9/21/08
PA,ARG-3,50,46,9/21/08
PA,Financial Dynamics-5,43,41,9/20/08
PA,Mason-Dixon-3,46,44,9/17/08
PA,U. of Wisconsin-4,45,45,9/15/08
PA,Rasmussen-1,47,47,9/14/08
PA,Marist Coll.-5,49,44,9/13/08
PA,Rasmussen-1,47,45,9/7/08
PA,Quinnipiac U.-5,48,45,9/7/08
PA,Opinion Research-3,48,43,8/25/08
PA,Quinnipiac U.-8,49,42,8/20/08
PA,Rasmussen-1,45,40,8/19/08
PA,Susquehanna Polling-4,46,41,8/12/08
PA,Franklin+Marshall Coll.-7,46,41,8/7/08
PA,Quinnipiac U.-7,49,42,7/26/08
PA,Rasmussen-1,47,42,7/23/08
PA,Rasmussen-1,46,42,6/22/08
PA,Quinnipiac U.-8,52,40,6/12/08
PA,Rasmussen-1,45,43,5/21/08
PA,SurveyUSA-3,48,40,5/17/08
PA,Quinnipiac U.-8,46,40,5/16/08
PA,Susquehanna Polling-6,46,39,5/3/08
PA,Quinnipiac U.-7,47,38,4/26/08
PA,Rasmussen-1,43,44,4/24/08
PA,Rasmussen-1,47,39,4/9/08
PA,Temple U.-14,47,40,4/2/08
PA,Quinnipiac U.-8,43,39,3/27/08
PA,Rasmussen-1,43,44,3/10/08
PA,Susquehanna Polling-6,41,45,3/7/08
PA,SurveyUSA-3,42,47,2/27/08
PA,Franklin+Marshall Coll.-6,43,44,2/15/08
PA,Rasmussen-1,49,39,2/14/08
PA,Muhlenberg Coll.-9,39,42,2/13/08
PA,Quinnipiac U.-7,42,41,2/9/08
PA,Rasmussen-1,38,46,1/8/08
PA,Election 2004-1,51,49,1/1/08
RI,Opinion Factor-2,48,26,9/30/08
RI,Brown U.-2,47,34,9/15/08
RI,Rasmussen-1,58,39,9/13/08
RI,ARG-3,59,33,9/12/08
RI,Brown U.-3,51,30,8/19/08
RI,Rasmussen-1,55,31,6/30/08
RI,Rhode Island Coll.-10,53,25,6/22/08
RI,SurveyUSA-3,53,38,2/27/08
RI,Election 2004-1,60,39,1/1/08
SC,SurveyUSA-2,44,52,10/28/08
SC,Princeton Survey-4,42,53,10/26/08
SC,Rasmussen-1,43,54,10/20/08
SC,SurveyUSA-2,41,55,10/12/08
SC,Winthrop U.-22,35,55,10/8/08
SC,Research 2000-3,39,54,9/23/08
SC,SurveyUSA-2,39,58,9/21/08
SC,Rasmussen-1,45,51,9/18/08
SC,ARG-4,37,59,9/15/08
SC,Research 2000-2,40,53,7/22/08
SC,Rasmussen-1,39,48,6/5/08
SC,SurveyUSA-3,45,48,2/27/08
SC,Election 2004-1,41,58,1/1/08
SD,Rasmussen-1,44,53,10/30/08
SD,Research 2000-3,41,50,10/23/08
SD,Mason-Dixon-3,41,48,10/14/08
SD,ARG-3,39,55,9/20/08
SD,Rasmussen-1,37,54,9/9/08
SD,Rasmussen-1,43,47,7/9/08
SD,Dakota Wesleyan U.-11,34,51,3/29/08
SD,Rasmussen-1,38,48,3/4/08
SD,SurveyUSA-3,43,47,2/27/08
SD,Election 2004-1,38,60,1/1/08
TN,Research 2000-2,38,54,10/21/08
TN,Rasmussen-1,42,54,10/16/08
TN,Rasmussen-1,39,58,9/29/08
TN,Mason-Dixon-3,39,55,9/23/08
TN,Middle Tenn. State U.-13,35,55,9/21/08
TN,Middle Tenn. State U.-13,36,48,9/21/08
TN,ARG-4,36,59,9/17/08
TN,Rasmussen-1,32,56,8/20/08
TN,Rasmussen-1,36,51,6/24/08
TN,Rasmussen-1,31,58,4/3/08
TN,SurveyUSA-3,38,54,2/27/08
TN,Middle Tenn. State U.-13,36,50,2/17/08
TN,Election 2004-1,43,57,1/1/08
TX,Rasmussen-1,44,54,10/21/08
TX,U. of Texas-8,40,51,10/18/08
TX,Research 2000-2,40,52,10/14/08
TX,ARG-4,38,57,10/6/08
TX,Rasmussen-1,43,52,9/29/08
TX,ARG-4,36,57,9/14/08
TX,Rasmussen-1,41,50,8/21/08
TX,Rasmussen-1,41,50,7/30/08
TX,U. of Texas-13,33,43,7/24/08
TX,Rasmussen-1,39,48,6/25/08
TX,Texas Lyceum-9,38,43,6/16/08
TX,Rasmussen-1,39,52,6/2/08
TX,Research 2000-3,39,52,5/6/08
TX,Rasmussen-1,43,48,5/1/08
TX,SurveyUSA-3,46,47,2/27/08
TX,SurveyUSA-3,41,49,2/24/08
TX,Opinion Res.-4,44,52,2/15/08
TX,Election 2004-1,38,61,1/1/08
UT,Dan Jones-7,32,57,10/27/08
UT,Mason-Dixon-3,32,55,10/24/08
UT,ARG-4,29,65,9/11/08
UT,Rasmussen-1,32,64,9/10/08
UT,Dan Jones-4,24,62,9/9/08
UT,Mason-Dixon-3,23,62,8/14/08
UT,Rasmussen-1,33,52,6/19/08
UT,Dan Jones-4,29,57,6/17/08
UT,Dan Jones-7,27,62,5/16/08
UT,SurveyUSA-3,39,50,2/27/08
UT,Election 2004-1,26,71,1/1/08
VT,Research 2000-3,57,36,10/25/08
VT,Rasmussen-1,60,36,10/9/08
VT,ARG-5,56,38,9/20/08
VT,Rasmussen-1,60,36,9/13/08
VT,Research 2000-4,55,36,9/12/08
VT,SurveyUSA-3,63,29,2/27/08
VT,Research 2000-3,57,36,2/20/08
VT,Election 2004-1,59,39,1/1/08
VA,Zogby-4,51,45,10/31/08
VA,SurveyUSA-3,50,46,10/31/08
VA,Mason-Dixon-2,47,44,10/29/08
VA,Marist Coll.-2,51,47,10/26/08
VA,Rasmussen-1,51,47,10/26/08
VA,SurveyUSA-2,52,43,10/25/08
VA,Opinion Research-6,53,44,10/25/08
VA,Financial Dynamics-5,48,44,10/25/08
VA,Zogby-4,52,45,10/24/08
VA,GfK Roper-5,49,42,10/24/08
VA,Washington Post-4,52,44,10/23/08
VA,Roanoke Coll.-8,48,39,10/22/08
VA,Virg. Commonwealth U.-3,51,40,10/21/08
VA,Mason-Dixon-2,47,45,10/20/08
VA,Opinion Research-3,54,44,10/20/08
VA,SurveyUSA-2,51,45,10/18/08
VA,Rasmussen-1,54,44,10/16/08
VA,Christopher Newport U.-4,49,43,10/12/08
VA,Opinion Research-4,53,43,10/12/08
VA,Rasmussen-1,50,47,10/12/08
VA,Winthrop U.-22,45,44,10/8/08
VA,Rasmussen-1,50,48,10/5/08
VA,SurveyUSA-2,53,43,10/4/08
VA,Suffolk U.-3,51,39,10/4/08
VA,Mason-Dixon-3,45,48,9/30/08
VA,Insider Advantage-1,51,45,9/29/08
VA,Opinion Research-3,53,44,9/29/08
VA,Rasmussen-1,50,47,9/28/08
VA,ARG-3,46,49,9/28/08
VA,Rasmussen-1,50,45,9/25/08
VA,Rasmussen-1,48,50,9/21/08
VA,SurveyUSA-3,51,45,9/20/08
VA,ABC News-4,49,46,9/19/08
VA,Washington Post-4,49,46,9/19/08
VA,Mason-Dixon-6,44,47,9/19/08
VA,ARG-4,46,48,9/18/08
VA,Insider Advantage-1,46,48,9/17/08
VA,Rasmussen-1,48,48,9/14/08
VA,SurveyUSA-3,50,46,9/13/08
VA,Financial Dynamics-5,41,48,9/13/08
VA,Christopher Newport U.-5,39,48,9/12/08
VA,Opinion Research-3,46,50,9/8/08
VA,Rasmussen-1,47,49,9/7/08
VA,SurveyUSA-3,47,49,9/6/08
VA,Insider Advantage-1,43,43,8/12/08
VA,Rasmussen-1,46,45,8/12/08
VA,SurveyUSA-3,47,48,8/9/08
VA,Rasmussen-1,44,44,7/16/08
VA,SurveyUSA-3,49,47,6/21/08
VA,Rasmussen-1,45,44,6/12/08
VA,SurveyUSA-3,49,42,5/17/08
VA,Virg. Commonwealth U.-7,36,44,5/15/08
VA,Rasmussen-1,44,47,5/8/08
VA,SurveyUSA-3,44,52,4/12/08
VA,Rasmussen-1,41,52,3/27/08
VA,SurveyUSA-3,48,47,3/15/08
VA,SurveyUSA-3,47,47,2/27/08
VA,Rasmussen-1,44,49,2/19/08
VA,SurveyUSA-3,51,45,2/16/08
VA,SurveyUSA-2,40,52,1/16/08
VA,Election 2004-1,45,54,1/1/08
WA,U. of Washington-5,51,39,10/29/08
WA,SurveyUSA-2,56,39,10/26/08
WA,Rasmussen-1,54,43,10/22/08
WA,U. of Washington-9,55,34,10/22/08
WA,Elway Poll-4,55,36,10/17/08
WA,SurveyUSA-2,56,40,10/12/08
WA,Rasmussen-1,53,43,10/2/08
WA,SurveyUSA-2,54,43,9/21/08
WA,ARG-3,50,44,9/17/08
WA,Rasmussen-1,49,47,9/10/08
WA,Elway Poll-3,45,39,9/7/08
WA,SurveyUSA-3,49,45,9/6/08
WA,SurveyUSA-2,51,44,8/11/08
WA,Rasmussen-1,52,40,8/6/08
WA,Elway Poll-10,47,35,7/26/08
WA,SurveyUSA-3,55,39,7/14/08
WA,Rasmussen-1,51,43,7/9/08
WA,SurveyUSA-3,55,40,6/18/08
WA,Rasmussen-1,53,35,6/9/08
WA,SurveyUSA-3,56,39,6/8/08
WA,Elway Poll-5,44,38,5/23/08
WA,SurveyUSA-3,52,36,5/17/08
WA,Rasmussen-1,51,40,5/12/08
WA,SurveyUSA-1,54,42,5/12/08
WA,SurveyUSA-3,53,40,4/15/08
WA,SurveyUSA-1,51,44,4/7/08
WA,Rasmussen-1,48,43,3/27/08
WA,Elway Poll-3,45,39,3/19/08
WA,SurveyUSA-3,52,41,3/15/08
WA,Rasmussen-1,44,45,2/28/08
WA,SurveyUSA-3,52,38,2/27/08
WA,SurveyUSA-2,55,38,2/3/08
WA,SurveyUSA-3,52,43,1/12/08
WA,Election 2004-1,53,46,1/1/08
WV,Zogby-4,40,50,10/24/08
WV,Research 2000-3,43,49,10/23/08
WV,West Virginia Wesleyan U.-2,44,49,10/20/08
WV,Rasmussen-1,43,52,10/20/08
WV,Opinion Research-3,44,53,10/20/08
WV,Mason-Dixon-2,41,47,10/16/08
WV,Insider Advantage-1,47,49,10/13/08
WV,ARG-5,50,42,10/6/08
WV,Rasmussen-1,42,50,9/24/08
WV,Opinion Research-3,46,50,9/22/08
WV,ARG-3,45,49,9/15/08
WV,Mark Blankenship-4,39,44,9/6/08
WV,Rasmussen-1,37,45,6/2/08
WV,SurveyUSA-3,35,53,2/27/08
WV,Election 2004-1,43,56,1/1/08
WI,SurveyUSA-2,55,39,10/28/08
WI,Research 2000-2,53,42,10/27/08
WI,U. of Wisconsin-8,52,42,10/24/08
WI,U. of Wisconsin-8,54,38,10/24/08
WI,Rasmussen-1,51,44,10/23/08
WI,Research 2000-2,52,41,10/20/08
WI,U. of Wisconsin-4,53,40,10/20/08
WI,SurveyUSA-2,51,43,10/18/08
WI,Financial Dynamics-5,53,40,10/18/08
WI,Mason-Dixon-2,51,39,10/16/08
WI,St. Norbert Coll.-9,51,38,10/13/08
WI,U. of Wisconsin-8,51,36,10/11/08
WI,Quinnipiac U.-5,54,37,10/10/08
WI,Rasmussen-1,54,44,10/6/08
WI,Research 2000-2,51,41,10/5/08
WI,SurveyUSA-2,52,42,10/5/08
WI,Opinion Research-4,51,46,10/4/08
WI,Research 2000-2,49,43,9/22/08
WI,ARG-4,50,45,9/19/08
WI,Quinnipiac U.-8,49,42,9/17/08
WI,U. of Wisconsin-4,45,44,9/15/08
WI,Rasmussen-1,48,46,9/15/08
WI,Opinion Research-3,49,45,9/15/08
WI,Opinion Research-3,50,47,9/15/08
WI,Rasmussen-1,47,43,8/5/08
WI,Wisconsin Policy Res. Inst.-2,44,38,8/3/08
WI,Quinnipiac U.-9,50,39,7/18/08
WI,Rasmussen-1,50,39,7/8/08
WI,Quinnipiac U.-8,52,39,6/20/08
WI,SurveyUSA-4,52,43,6/14/08
WI,U. of Wisconsin-3,50,37,6/9/08
WI,Rasmussen-1,45,43,6/5/08
WI,SurveyUSA-3,48,42,5/17/08
WI,Rasmussen-1,43,47,5/5/08
WI,U. of Wisconsin-10,47,43,4/19/08
WI,SurveyUSA-3,49,44,4/12/08
WI,St. Norbert Coll.-12,46,42,3/30/08
WI,Rasmussen-1,46,48,3/26/08
WI,SurveyUSA-3,48,44,3/15/08
WI,SurveyUSA-3,51,40,2/27/08
WI,Rasmussen-1,44,43,2/21/08
WI,SurveyUSA-3,52,42,2/16/08
WI,Election 2004-1,50,49,1/1/08
WY,Research 2000-3,36,61,10/28/08
WY,SurveyUSA-2,37,58,10/18/08
WY,Research 2000-3,35,58,10/15/08
WY,Mason-Dixon-2,32,58,10/13/08
WY,Research 2000-3,36,57,9/23/08
WY,Rasmussen-1,39,58,9/10/08
WY,ARG-3,28,66,9/10/08
WY,Mason-Dixon-3,25,62,8/14/08
WY,Research 2000-2,40,53,5/20/08
WY,SurveyUSA-3,35,54,2/27/08
WY,Election 2004-1,29,69,1/1/08