"","L","US","rep","dem","female","employed","nonhispanic_white","bachelors","above_median_income","zip"
"1",1,1,0,0,0,1,1,0,0,24014
"2",8,10,0,1,1,1,1,1,1,97230
"3",9,9,0,1,1,0,1,0,0,20194
"4",0,0,0,0,0,1,1,0,1,75161
"5",6,6,0,1,0,1,0,1,0,95112
"6",5,4,0,0,1,1,1,0,0,30215
"7",10,10,0,0,0,1,1,1,0,42071
"8",6,5,0,1,1,1,1,0,1,95827
"9",1,3,0,0,0,1,0,1,0,60077
"10",6,7,0,1,1,1,1,0,0,25674
"11",3,3,NA,NA,0,1,1,1,1,92606
"12",4,6,1,0,0,1,1,1,1,31411
"13",10,10,0,0,0,1,1,1,1,98121
"14",5,9,0,0,0,1,1,1,1,45069
"15",6,5,0,0,1,1,0,1,0,0
"16",4,3,0,0,0,0,1,0,0,13142
"17",6,7,0,1,1,1,1,0,1,44889
"18",5,5,NA,NA,0,1,1,1,1,98043
"19",1,1,0,1,0,1,1,1,0,42101
"20",4,4,0,1,0,1,1,1,1,1040
"21",8,10,0,1,1,1,1,1,1,56377
"22",10,10,0,1,1,1,1,1,1,19147
"23",3,3,1,0,0,1,1,1,1,76131
"24",5,6,0,1,0,1,1,1,1,16229
"25",2,3,1,0,0,1,1,0,0,97623
"26",0,1,1,0,0,1,1,0,0,30165
"27",10,10,0,1,1,1,1,0,0,98117
"28",0,0,1,0,0,1,1,0,0,4401
"29",6,6,0,0,0,1,0,0,1,89178
"30",10,10,0,1,0,1,1,1,0,99507
"31",10,10,0,1,1,1,1,0,0,92867
"32",0,0,1,0,0,1,0,1,0,32114
"33",2,5,0,0,1,1,1,0,0,85209
"34",1,1,0,0,0,1,1,1,1,8002
"35",9,10,0,1,1,1,1,1,1,60631
"36",5,5,0,0,1,1,1,0,1,44281
"37",6,8,0,1,0,1,1,1,1,55113
"38",3,3,0,1,0,1,1,1,1,95124
"39",0,0,0,0,1,1,1,0,0,11353
"40",0,0,1,0,0,1,1,0,1,46226
"41",7,9,0,1,1,1,1,1,0,98532
"42",7,1,0,0,0,1,1,1,1,95120
"43",6,6,0,1,0,0,1,1,0,20854
"44",7,7,0,1,0,1,1,1,1,98087
"45",2,4,1,0,0,1,0,1,1,77099
"46",6,6,0,1,1,1,0,1,1,77077
"47",8,8,0,1,0,0,1,1,0,93313
"48",2,2,0,0,1,1,1,1,1,90024
"49",8,8,0,1,1,1,0,0,0,79925
"50",8,7,0,1,0,1,1,1,0,31406
"51",10,10,0,1,0,1,1,1,1,98275
"52",1,1,0,0,1,0,1,0,0,91016
"53",8,9,0,0,0,1,1,0,1,75201
"54",0,0,0,0,0,1,1,0,1,49339
"55",0,0,0,0,0,1,1,1,1,4101
"56",7,7,0,1,1,1,1,1,0,29464
"57",10,10,0,1,1,1,1,1,0,48840
"58",2,2,1,0,0,1,0,0,0,75181
"59",6,6,0,0,1,1,1,1,0,92129
"60",8,7,0,1,1,1,1,1,1,80215
"61",7,7,0,1,1,1,0,1,0,94107
"62",9,8,0,0,0,1,1,1,0,28645
"63",0,0,1,0,0,0,1,0,0,61554
"64",3,6,0,0,0,1,1,0,0,45040
"65",9,9,0,1,1,0,1,1,0,97214
"66",7,9,0,1,0,1,1,0,0,17774
"67",7,6,0,1,1,1,0,1,1,89143
"68",9,10,0,1,0,1,1,1,1,52245
"69",6,7,0,0,1,1,1,0,0,4841
"70",7,7,0,0,0,1,1,1,1,55431
"71",9,9,0,0,0,1,1,0,0,87059
"72",3,6,1,0,1,1,1,1,1,95366
"73",6,7,0,1,0,1,1,1,1,53704
"74",5,7,0,0,0,1,0,0,1,48235
"75",7,8,0,1,0,0,1,0,0,65804
"76",9,9,0,1,1,0,0,1,1,20164
"77",10,10,0,1,1,1,1,1,1,53703
"78",8,10,0,1,0,1,1,1,1,19422
"79",7,7,0,0,0,1,0,0,0,63114
"80",0,0,1,0,0,0,0,1,0,44667
"81",7,8,0,1,0,1,1,1,1,61820
"82",4,3,1,0,0,1,1,1,1,42001
"83",6,8,0,0,0,1,0,1,0,22003
"84",9,9,0,1,0,1,1,0,1,62095
"85",5,5,0,0,0,0,1,1,0,85281
"86",7,7,0,1,1,0,1,1,0,22408
"87",5,3,0,0,0,1,1,1,0,27265
"88",1,2,0,0,0,1,1,0,0,2806
"89",6,7,0,1,1,0,1,1,0,78015
"90",8,10,0,1,1,0,1,1,0,33401
"91",7,7,0,1,0,1,1,1,1,13088
"92",7,7,0,0,1,1,1,0,0,49068
"93",6,4,1,0,0,1,1,1,0,32806
"94",10,9,0,0,1,1,1,1,1,57702
"95",7,6,0,1,0,1,0,1,0,78240
"96",6,6,0,1,1,0,1,0,0,40503
"97",10,10,0,1,0,1,1,1,1,20147
"98",7,8,0,1,1,1,1,1,1,19103
"99",6,7,1,0,0,1,1,0,0,64131
"100",8,5,0,0,1,1,1,1,1,60657
"101",5,7,1,0,0,1,0,1,NA,91360
"102",0,1,1,0,1,1,1,0,0,27560
"103",0,0,NA,NA,0,1,1,1,1,30062
"104",10,10,0,0,1,0,0,0,0,36039
"105",1,2,0,0,0,1,1,0,1,44425
"106",7,6,0,0,0,1,1,1,1,55109
"107",7,7,0,1,0,0,1,1,1,61254
"108",5,7,0,1,1,1,1,1,0,94080
"109",9,8,0,1,0,1,0,1,0,8234
"110",10,9,0,1,1,1,1,0,1,3103
"111",1,2,1,0,0,1,1,0,0,71046
"112",0,10,1,0,1,1,1,0,1,64080
"113",10,10,0,1,1,0,1,1,1,98512
"114",8,8,0,1,0,1,1,1,1,98119
"115",3,3,1,0,0,1,1,1,0,33414
"116",2,2,1,0,0,1,1,1,1,45011
"117",7,7,0,1,0,1,1,0,0,44240
"118",2,2,1,0,0,1,1,1,1,16057
"119",7,7,0,1,0,1,1,1,1,22203
"120",6,7,0,0,1,1,0,1,0,91770
"121",6,2,1,0,0,0,1,0,0,38305
"122",7,7,1,0,1,0,1,1,0,84655
"123",5,5,NA,NA,1,0,0,1,0,89014
"124",6,6,0,1,0,1,1,1,1,7042
"125",2,2,1,0,0,1,1,1,1,45431
"126",7,7,0,1,0,1,1,1,1,98683
"127",10,10,0,1,1,1,1,1,0,91505
"128",6,7,0,1,1,1,1,1,1,38133
"129",0,0,1,0,1,1,0,1,1,19355
"130",9,9,0,1,1,1,1,1,0,87104
"131",2,3,0,0,0,1,1,0,0,89031
"132",0,0,0,0,1,1,1,0,0,33810
"133",8,8,0,1,0,1,1,1,1,13820
"134",8,8,0,1,1,1,1,1,1,44120
"135",7,7,0,1,0,1,1,1,1,22554
"136",8,8,NA,NA,1,0,1,1,0,50058
"137",0,0,0,1,0,1,1,1,1,10463
"138",9,8,0,1,1,1,1,0,0,98014
"139",10,5,0,1,1,0,0,0,0,15213
"140",8,8,0,1,1,1,1,1,1,33760
"141",6,6,0,1,1,0,0,0,0,11223
"142",0,0,1,0,1,1,1,1,0,37861
"143",0,0,0,0,0,1,0,0,1,19012
"144",5,5,0,0,0,1,0,1,1,92821
"145",10,10,0,1,1,1,1,1,1,97223
"146",0,2,0,0,1,0,1,0,0,18073
"147",10,10,0,0,0,1,1,1,1,32819
"148",10,8,0,1,1,0,1,1,0,68104
"149",1,1,1,0,0,1,1,1,0,53228
"150",1,1,NA,NA,0,0,1,0,0,83404
"151",5,5,0,1,0,1,1,1,0,43056
"152",7,10,0,0,1,0,1,0,0,70769
"153",7,8,0,1,1,0,1,0,0,98117
"154",9,8,0,0,0,0,1,0,0,85001
"155",4,6,0,1,1,0,0,1,0,89148
"156",7,6,0,1,0,1,1,1,1,50310
"157",9,9,NA,NA,0,1,0,1,0,92840
"158",0,0,1,0,1,1,0,1,0,72076
"159",6,6,0,0,0,1,0,1,0,44141
"160",10,10,0,0,1,1,1,1,1,90210
"161",1,1,0,1,0,1,0,1,1,11229
"162",9,9,0,0,0,1,0,0,0,12308
"163",2,2,NA,NA,0,1,1,1,1,14201
"164",9,9,0,1,1,1,1,1,0,55104
"165",1,1,1,0,0,1,1,0,1,74055
"166",9,9,0,1,1,1,1,1,1,48858
"167",8,8,0,1,0,1,1,1,0,46394
"168",5,7,0,0,0,1,0,1,NA,7024
"169",2,2,0,0,1,1,1,1,1,91411
"170",6,8,0,1,0,1,1,1,NA,32277
"171",9,8,NA,NA,1,1,1,0,0,91104
"172",6,6,0,1,1,1,1,1,0,22407
"173",5,5,0,1,0,1,1,1,1,64112
"174",8,8,0,1,1,0,1,0,0,76513
"175",1,3,0,0,1,0,0,1,0,88001
"176",9,9,0,1,1,1,1,1,1,29307
"177",6,6,0,0,0,1,0,1,1,75287
"178",5,5,0,1,1,1,1,0,1,19078
"179",1,2,1,0,0,1,1,1,0,56701
"180",7,6,0,1,0,1,0,1,1,92704
"181",1,1,0,0,0,0,1,0,0,92040
"182",2,1,0,0,1,1,0,0,0,2886
"183",6,6,0,1,1,1,1,0,0,33321
"184",7,7,0,1,1,1,1,1,1,90640
"185",7,7,0,0,0,0,0,1,0,78747
"186",1,1,0,0,0,1,0,1,0,23220
"187",10,10,0,0,1,1,0,1,0,2143
"188",10,10,0,1,0,1,1,1,0,42101
"189",0,0,1,0,1,0,1,0,0,38863
"190",10,10,0,0,0,1,0,1,0,73159
"191",0,0,1,0,0,0,1,1,0,15401
"192",8,8,0,1,0,1,1,1,1,38501
"193",7,7,0,1,1,1,1,1,1,60647
"194",9,10,0,1,0,1,1,1,1,63122
"195",7,8,0,0,0,1,0,1,1,11365
"196",2,3,1,0,1,1,1,0,1,65020
"197",4,4,0,1,0,1,1,1,1,68145
"198",5,1,0,0,0,0,1,0,0,1604
"199",3,4,1,0,0,1,0,0,1,90260
"200",0,1,0,0,1,1,0,1,0,96701
"201",10,10,0,1,0,1,1,1,0,43209
"202",7,7,0,1,0,1,1,1,1,29205
"203",0,0,1,0,0,1,1,1,1,48875
"204",10,10,0,1,1,1,1,1,1,87505
"205",0,0,NA,NA,1,1,0,1,0,31903
"206",5,3,0,1,1,1,1,1,0,77706
"207",10,10,0,1,0,1,0,1,1,28562
"208",1,1,1,0,1,1,1,0,0,31047
"209",7,7,NA,NA,1,0,1,0,0,16508
"210",6,7,0,1,1,0,1,1,0,60115
"211",2,2,0,0,0,1,1,1,0,2878
"212",5,6,0,0,0,1,0,0,0,37208
"213",5,8,0,1,1,0,0,1,0,92805
"214",0,0,0,1,1,1,1,0,0,76085
"215",7,9,0,1,1,0,0,1,0,34758
"216",0,0,1,0,1,1,0,1,1,66606
"217",8,8,0,1,1,1,1,0,0,97305
"218",8,9,0,1,0,1,1,1,0,27410
"219",0,0,0,0,0,1,1,0,1,77504
"220",3,3,0,0,0,1,0,0,0,94002
"221",10,10,0,1,1,1,1,1,1,90041
"222",9,9,0,1,0,0,1,0,0,98284
"223",2,2,0,0,0,1,1,1,1,52043
"224",10,10,0,1,1,1,1,1,0,15126
"225",10,10,0,0,0,0,1,0,0,61455
"226",1,2,1,0,1,1,1,0,0,21918
"227",5,5,1,0,1,1,1,0,0,48458
"228",1,0,1,0,1,1,1,0,1,54476
"229",10,10,0,1,1,1,1,1,1,28078
"230",7,7,1,0,1,1,1,1,1,85226
"231",9,9,0,1,1,0,1,0,0,22554
"232",5,1,1,0,0,1,1,1,1,30269
"233",1,1,0,0,1,1,1,0,1,33180
"234",8,7,0,0,1,1,1,0,1,1507
"235",2,2,0,1,0,1,1,1,1,21701
"236",4,6,0,0,1,0,1,1,0,32806
"237",0,0,1,0,0,0,1,0,0,72501
"238",6,6,0,0,0,1,1,0,0,47001
"239",10,10,0,1,0,1,1,1,0,38118
"240",10,10,0,1,1,1,0,1,1,10516
"241",9,10,0,1,1,0,1,1,0,44060
"242",8,9,0,0,0,0,0,0,0,34743
"243",9,10,0,1,1,0,0,1,0,55118
"244",4,4,0,0,0,0,1,0,0,99336
"245",8,7,0,1,0,0,1,0,0,5051
"246",10,10,0,1,0,1,1,0,0,28792
"247",0,0,1,0,1,0,1,0,0,85310
"248",0,1,1,0,1,0,1,0,0,34231
"249",0,1,1,0,1,1,1,0,1,48858
"250",8,8,0,0,0,1,1,1,1,28150
"251",1,1,0,1,1,1,0,1,0,74432
"252",0,0,0,1,1,1,1,1,0,32114
"253",5,6,0,0,0,1,0,1,0,94545
"254",1,1,0,1,1,1,1,0,0,25311
"255",6,7,0,1,0,1,1,1,1,48073
"256",6,5,0,1,0,1,1,1,0,8904
"257",9,9,0,1,1,1,1,0,0,45106
"258",10,10,0,0,0,1,0,1,1,90026
"259",8,8,0,0,0,1,1,1,1,11727
"260",6,6,0,0,1,1,1,1,1,28262
"261",7,7,0,0,1,0,1,1,0,28677
"262",4,4,1,0,0,1,1,0,1,95621
"263",10,10,0,1,1,1,0,1,0,30058
"264",7,7,0,1,0,1,1,1,0,48067
"265",1,1,0,0,1,1,0,0,1,91730
"266",2,3,1,0,0,1,1,1,0,1854
"267",10,10,0,1,0,0,0,1,0,64110
"268",2,2,1,0,0,1,1,1,1,45327
"269",0,0,0,0,1,1,0,0,0,93501
"270",2,3,0,0,1,1,1,1,1,19454
"271",8,9,0,0,0,1,1,1,1,30277
"272",4,6,0,0,1,1,1,0,0,76023
"273",10,10,0,1,1,1,1,1,0,64012
"274",0,0,1,0,1,1,1,0,0,34432
"275",9,8,0,0,1,1,0,1,0,80230
"276",0,0,0,1,0,1,0,1,0,91001
"277",5,5,1,0,1,1,0,1,1,30324
"278",8,5,0,1,0,1,1,0,1,1852
"279",6,6,0,0,0,1,1,1,1,32225
"280",6,6,0,0,1,0,1,1,1,37216
"281",6,6,0,0,0,0,1,1,1,49012
"282",0,1,0,0,0,1,1,1,1,32953
"283",1,1,0,0,0,0,1,0,0,60441
"284",7,7,0,0,0,1,1,0,1,68069
"285",10,10,NA,NA,0,1,1,0,0,37921
"286",4,6,0,0,0,1,1,0,0,44035
"287",10,10,0,0,1,1,1,0,0,64063
"288",1,2,0,0,0,1,1,0,0,8005
"289",1,2,1,0,0,1,1,1,1,27889
"290",10,10,0,1,1,1,1,0,0,32303
"291",2,2,NA,NA,1,1,1,0,1,45211
"292",0,1,0,0,1,1,1,1,1,60189
"293",5,7,0,0,0,1,1,0,1,18324
"294",1,2,1,0,0,1,1,0,1,70039
"295",3,1,0,1,0,1,0,1,0,91024
"296",0,0,0,0,1,1,0,1,1,99113
"297",2,3,1,0,1,1,1,0,0,68763
"298",2,2,0,1,0,0,0,0,1,48661
"299",3,3,0,1,1,1,1,1,0,54154
"300",7,7,0,1,1,0,1,1,0,37129
"301",10,10,0,1,0,0,1,1,0,91501
"302",3,4,0,1,0,1,0,1,0,80001
"303",10,10,0,1,1,1,1,1,0,23834
"304",10,10,0,0,1,1,1,1,1,2915
"305",7,7,0,1,0,1,1,1,1,22308
"306",7,7,0,1,0,1,1,1,1,21074
"307",6,6,0,1,1,1,1,1,0,52537
"308",1,2,0,0,0,1,1,0,1,28792
"309",2,2,0,1,0,1,1,0,0,7628
"310",3,2,1,0,1,0,1,0,1,78717
"311",9,10,0,0,0,0,1,1,0,78726
"312",9,9,0,0,0,1,0,1,0,91801
"313",6,6,0,1,1,1,0,1,1,32746
"314",3,4,1,0,0,1,1,0,0,40216
"315",10,10,0,1,1,1,1,0,1,72701
"316",0,0,0,0,1,0,1,0,0,60707
"317",9,10,NA,NA,0,1,1,1,NA,45424
"318",8,10,0,1,1,0,1,1,0,2144
"319",6,8,0,1,0,1,1,0,0,21853
"320",10,10,0,1,1,1,1,1,1,60640
"321",8,7,0,1,1,1,1,1,0,28801
"322",6,6,0,0,0,1,1,1,0,60616
"323",10,10,0,1,0,1,0,1,1,7002
"324",8,6,0,1,0,1,1,0,1,28806
"325",6,7,0,1,1,1,1,1,1,26505
"326",10,9,0,1,0,1,1,1,1,89179
"327",2,2,0,0,0,0,1,0,1,31419
"328",8,7,0,1,1,0,1,0,0,15137
"329",10,10,0,1,1,1,1,1,1,22206
"330",9,8,0,1,0,0,0,0,0,60660
"331",10,9,0,1,1,1,1,1,1,70454
"332",7,8,1,0,1,0,1,0,0,2601
"333",7,7,0,1,0,1,0,0,0,92832
"334",0,0,1,0,0,1,1,0,1,32778
"335",6,6,0,0,0,1,0,1,1,85041
"336",8,8,0,1,0,0,1,1,0,30067
"337",3,2,0,1,1,0,1,1,0,63123
"338",7,8,0,1,0,0,1,0,0,80033
"339",0,0,0,0,0,1,1,1,1,13036
"340",0,0,1,0,1,1,1,0,1,26431
"341",8,7,NA,NA,1,1,0,1,1,33131
"342",10,9,0,1,1,1,0,1,1,11378
"343",10,10,0,1,0,1,1,0,0,49087
"344",5,4,0,1,1,1,1,0,0,65536
"345",5,5,0,1,1,1,1,0,0,22407
"346",8,8,0,1,1,1,1,1,0,42071
"347",5,7,1,0,1,1,1,1,0,36609
"348",7,7,0,1,0,1,0,1,1,65810
"349",7,7,0,0,0,1,0,1,1,11358
"350",0,0,1,0,1,1,1,1,1,17603
"351",1,1,1,0,1,1,1,1,0,98387
"352",6,6,NA,NA,1,1,1,1,0,82718
"353",9,9,0,1,1,0,1,0,0,44035
"354",1,1,0,0,1,1,1,0,0,72450
"355",9,10,0,1,1,1,1,1,0,14624
"356",1,7,0,0,0,1,1,1,0,2905
"357",0,0,1,0,1,0,1,0,1,68503
"358",7,9,0,1,1,1,0,1,1,27107
"359",0,0,1,0,1,1,1,1,0,49783
"360",10,10,0,1,0,1,1,1,NA,59801
"361",8,9,0,1,0,1,0,1,1,92336
"362",8,7,0,1,1,1,0,0,1,91803
"363",0,0,1,0,0,0,1,1,0,48312
"364",0,2,0,0,0,0,1,1,0,25267
"365",8,8,NA,NA,0,1,1,1,1,93505
"366",6,4,0,1,1,1,1,0,1,2138
"367",9,9,0,1,1,1,1,1,0,97330
"368",5,5,0,0,1,1,0,0,0,11220
"369",10,8,0,1,0,1,1,1,0,44721
"370",3,4,0,1,0,1,1,1,1,14221
"371",8,8,0,1,0,1,1,1,0,97232
"372",1,1,1,0,1,1,1,1,1,70726
"373",4,6,0,0,1,0,0,0,0,27526
"374",3,3,NA,NA,0,0,0,0,0,34974
"375",0,0,1,0,0,1,0,0,0,94521
"376",7,9,0,1,0,1,1,1,1,46321
"377",6,5,0,1,1,1,0,0,0,40324
"378",3,5,0,1,0,1,0,1,1,78229
"379",6,6,0,0,0,1,1,1,1,53719
"380",9,9,0,1,0,1,1,0,0,95219
"381",4,5,0,0,0,1,1,1,1,60640
"382",10,10,0,1,0,0,1,1,1,15232
"383",4,3,1,0,1,1,1,1,0,63367
"384",7,8,0,0,0,0,1,0,0,93308
"385",6,6,1,0,0,1,0,1,1,98006
"386",4,6,0,0,0,1,1,1,1,19803
"387",5,5,0,1,1,1,1,1,0,91321
"388",2,2,0,0,0,1,1,1,NA,79936
"389",10,10,0,0,0,1,1,0,1,73064
"390",4,10,NA,NA,1,0,1,0,0,13041
"391",8,8,0,1,1,1,1,1,0,42066
"392",2,3,0,1,1,1,1,0,0,25813
"393",2,4,0,0,0,0,1,0,0,8081
"394",9,10,0,1,1,1,1,1,1,10019
"395",5,5,0,0,0,0,0,1,0,93033
"396",5,5,1,0,1,0,1,0,1,80427
"397",1,2,1,0,0,1,1,1,1,7462
"398",6,8,0,0,0,1,0,1,0,91914
"399",9,8,0,0,1,1,1,0,1,28207
"400",7,7,0,0,0,1,1,0,0,85552
"401",5,7,0,1,1,1,0,0,1,92879
"402",8,10,0,0,1,1,0,1,0,89101
"403",10,10,0,1,0,1,1,0,0,8533
"404",1,1,1,0,0,1,1,1,1,53149
"405",0,0,1,0,1,1,1,0,1,69214
"406",7,7,0,0,1,0,0,1,0,32807
"407",6,7,0,0,1,1,1,1,0,6460
"408",3,3,0,0,0,0,1,1,0,64118
"409",6,5,1,0,0,1,1,1,1,38340
"410",0,0,1,0,0,1,1,0,1,27262
"411",6,6,1,0,0,1,1,1,1,82001
"412",0,1,1,0,0,1,1,1,1,60089
"413",6,7,0,1,0,1,0,1,1,33027
"414",10,9,0,1,0,1,0,0,0,33615
"415",0,0,0,0,0,1,0,0,1,98801
"416",1,2,1,0,1,1,0,0,0,37683
"417",5,5,0,0,0,1,1,0,1,19539
"418",0,0,NA,NA,1,1,1,1,1,30022
"419",10,10,0,0,1,1,0,1,1,30307
"420",9,9,0,1,0,1,1,1,1,33701
"421",0,0,1,0,1,1,1,1,0,89128
"422",0,6,0,1,1,0,1,0,0,11214
"423",7,8,0,1,1,0,1,0,1,93041
"424",4,3,0,0,0,0,1,0,0,83440
"425",6,7,0,1,0,1,1,1,1,55432
"426",5,5,0,0,1,1,0,1,0,75287
"427",0,0,1,0,0,1,1,1,1,14303
"428",9,9,0,1,0,1,0,0,0,68779
"429",8,9,0,1,0,1,1,1,1,62220
"430",10,9,0,0,0,1,1,0,1,98116
"431",0,0,1,0,1,1,1,1,0,10036
"432",0,0,1,0,1,1,1,0,1,90249
"433",2,5,1,0,0,1,1,1,1,85044
"434",8,9,0,1,1,1,1,0,0,72734
"435",10,9,0,1,0,0,1,1,0,91367
"436",5,5,0,0,0,1,1,0,0,32082
"437",0,1,1,0,0,1,1,1,1,54311
"438",0,3,0,0,1,0,1,1,1,33558
"439",5,5,0,0,1,1,0,1,0,30157
"440",1,1,0,0,0,0,1,0,0,89104
"441",8,8,0,0,0,1,1,0,0,60073
"442",6,8,0,1,0,1,0,1,0,95125
"443",0,0,1,0,0,1,1,1,0,2818
"444",10,10,0,0,0,1,1,1,1,98107
"445",7,7,0,0,0,1,1,0,0,98248
"446",5,7,0,0,0,1,1,0,0,76201
"447",0,1,1,0,1,0,1,0,0,36330
"448",10,10,0,0,0,1,1,1,0,22315
"449",10,10,NA,NA,0,1,1,0,0,92071
"450",0,3,0,0,0,1,0,0,1,1129
"451",3,4,1,0,0,1,1,0,0,45255
"452",4,6,0,0,0,1,1,1,0,7601
"453",1,1,0,0,0,1,1,1,1,10312
"454",3,3,0,1,1,1,1,1,1,7035
"455",2,3,1,0,0,1,1,1,1,75039
"456",10,10,0,0,0,1,1,1,1,20002
"457",8,7,0,1,1,0,1,0,1,53140
"458",2,3,0,1,1,1,1,0,0,46825
"459",9,8,0,0,0,1,1,0,0,33584
"460",5,4,0,0,0,0,1,0,0,94510
"461",5,5,0,0,1,1,1,0,1,27239
"462",10,10,0,1,1,0,1,1,0,78415
"463",3,4,1,0,0,1,1,1,0,53120
"464",3,3,0,1,1,1,1,1,0,2532
"465",0,0,1,0,1,1,1,0,1,76704
"466",4,4,1,0,1,0,1,0,0,47906
"467",0,1,0,0,1,1,1,1,1,80014
"468",10,10,0,1,1,0,1,1,0,19087
"469",7,7,0,0,0,1,1,1,1,6812
"470",6,6,0,0,1,1,0,1,1,65401
"471",5,5,0,1,0,1,0,0,0,28376
"472",3,10,0,1,1,1,1,1,0,27410
